TMC,Severity,Start_Lng,Start_Lat,City,County,State,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Hour,Weekday,Number,Street,Zipcode,Precipitation(in),Wind_Speed(mph),Wind_Chill(F)
201.0,2.0,-97.244431,37.577129,Derby,Sedgwick,KS,26.0,60.0,28.8,10.0,WNW,Fair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,10.0,Tue,,E Patriot Ave,67037,0.0,3.0,26.0
245.0,3.0,-94.673241,39.040287,Mission,Johnson,KS,32.0,59.0,29.51,10.0,WSW,Fair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,6.0,Wed,,US-69 S,66202,0.0,6.0,26.0
201.0,2.0,-94.686562,39.033813,Shawnee,Johnson,KS,39.0,45.0,29.61,10.0,VAR,Fair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,10.0,Wed,,I-35 N,66203,0.0,6.0,35.0
201.0,3.0,-94.686142,38.934292,Overland Park,Johnson,KS,43.0,43.0,29.12,10.0,SSE,Fair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,17.0,Wed,,Antioch Rd,66210,0.0,7.0,39.0
201.0,2.0,-94.698761,38.913074,Overland Park,Johnson,KS,41.0,47.0,29.11,10.0,SSE,Fair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,17.0,Wed,,W 119th St,66210,0.0,7.0,36.0
241.0,3.0,-94.674545,39.102695000000004,Kansas City,Wyandotte,KS,45.0,42.0,29.31,10.0,SSW,Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,5.0,Thu,,I-70 E,66102,0.0,18.0,37.0
241.0,3.0,-94.691376,39.023293,Shawnee,Johnson,KS,45.0,46.0,29.32,10.0,SSW,Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,7.0,Thu,,I-35 N,66203,0.0,15.0,38.0
201.0,3.0,-94.817551,38.85268,Olathe,Johnson,KS,46.0,54.0,28.85,10.0,SW,Fair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,17.0,Thu,,I-35 N,66062,0.0,5.0,44.0
201.0,2.0,-97.226166,37.664761,Wichita,Sedgwick,KS,52.0,54.0,28.55,10.0,SW,Fair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,15.0,Thu,,E Harry St,67207,0.0,10.0,52.0
201.0,2.0,-94.884232,38.811611,Gardner,Johnson,KS,31.0,82.0,28.75,10.0,S,Fair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,6.0,Fri,,W 175th St,66030,0.0,3.0,31.0
201.0,2.0,-95.037796,38.945118,Eudora,Johnson,KS,27.0,89.0,29.01,10.0,CALM,Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,8.0,Fri,,Evening Star Rd,66025,0.0,0.0,27.0
201.0,3.0,-94.693184,39.014782000000004,Shawnee,Johnson,KS,27.0,69.0,29.17,10.0,NNW,Fair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,16.0,Sat,,Shawnee Mission Pkwy,66203,0.0,10.0,17.0
201.0,3.0,-94.705803,38.932091,Overland Park,Johnson,KS,25.0,78.0,28.81,10.0,N,Mostly Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,18.0,Sat,,US-69 S,66210,0.0,8.0,16.0
201.0,3.0,-94.86541700000001,38.820586999999996,Olathe,Johnson,KS,24.0,88.0,28.86,0.5,ENE,Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,8.0,Sun,,I-35 S,66061,0.04,9.0,14.0
201.0,2.0,-94.69738000000001,38.993415999999996,Shawnee,Johnson,KS,25.0,85.0,29.24,0.75,ENE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,10.0,Sun,,I-35 N,66203,0.0,10.0,15.0
201.0,3.0,-94.680931,39.073589,Kansas City,Wyandotte,KS,25.0,85.0,29.17,0.5,NE,Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,12.0,Sun,,I-635 S,66106,0.01,12.0,14.0
201.0,3.0,-94.681534,39.116714,Kansas City,Wyandotte,KS,25.0,85.0,29.17,0.75,ENE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,13.0,Sun,,State Ave,66102,0.0,8.0,16.0
201.0,3.0,-94.831551,38.844688,Olathe city,Johnson,KS,25.0,88.0,28.78,0.5,NE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,13.0,Sun,15501.0,S Lone Elm Rd,66061,0.02,12.0,14.0
201.0,2.0,-94.697815,38.912167,Overland Park,Johnson,KS,24.0,100.0,28.77,0.25,ENE,Heavy Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,13.0,Sun,,US-69 N,66213,0.0,12.0,13.0
201.0,3.0,-94.648315,39.095432,Kansas City,Wyandotte,KS,26.0,81.0,29.14,1.0,ENE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,14.0,Sun,,I-70 E,66102,0.05,10.0,16.0
201.0,3.0,-94.680862,39.091515,Kansas City,Wyandotte,KS,25.0,86.0,29.15,0.75,NE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,14.0,Sun,,I-635 S,66106,0.05,9.0,15.0
201.0,3.0,-94.725899,38.934681,Lenexa,Johnson,KS,24.0,100.0,28.75,0.5,NE,Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,14.0,Sun,,I-435 E,66215,0.0,7.0,16.0
201.0,3.0,-94.686562,39.033813,Shawnee,Johnson,KS,25.0,88.0,29.15,0.75,NE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,15.0,Sun,,I-35 N,66203,0.0,8.0,16.0
201.0,2.0,-94.83850100000001,38.897179,Olathe,Johnson,KS,25.0,88.0,28.79,0.75,NNE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Day,15.0,Sun,,KS-7 N,66061,0.01,7.0,17.0
201.0,3.0,-94.734222,38.9547,Lenexa,Johnson,KS,24.0,100.0,28.78,0.5,NNE,Snow,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,15.0,Sun,,I-35 N,66215,0.0,9.0,14.0
201.0,3.0,-94.646538,39.047546000000004,Kansas City,Wyandotte,KS,26.0,84.0,29.17,1.0,NE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,15.0,Sun,,18th Street Expy,66103,0.0,6.0,19.0
201.0,3.0,-94.71273000000001,38.975765,Overland Park,Johnson,KS,24.0,100.0,28.79,1.0,N,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Day,16.0,Sun,8498.0,Lenexa Dr,66214,0.0,9.0,14.0
201.0,3.0,-94.77395600000001,38.942478,Lenexa,Johnson,KS,24.0,96.0,28.79,0.75,NNE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,16.0,Sun,,W 107th St,66219,0.0,9.0,14.0
201.0,3.0,-94.618942,39.070652,Kansas City,Wyandotte,KS,26.0,84.0,29.19,1.0,N,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,16.0,Sun,,I-35 N,66103,0.01,7.0,18.0
201.0,2.0,-94.88544499999999,38.947342,Lenexa,Johnson,KS,24.0,91.0,28.82,2.0,N,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,17.0,Sun,,KS-10 E,66227,0.0,10.0,14.0
201.0,3.0,-94.71273000000001,38.975765,Overland Park,Johnson,KS,23.0,100.0,28.8,2.0,NNE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Night,17.0,Sun,8498.0,Lenexa Dr,66214,0.0,9.0,13.0
201.0,3.0,-94.672882,39.039371,Mission,Johnson,KS,25.0,88.0,29.21,2.0,N,Light Snow,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,17.0,Sun,,I-35 N,66202,0.0,9.0,16.0
201.0,3.0,-94.732552,38.957539000000004,Lenexa,Johnson,KS,24.0,96.0,28.82,3.0,NNE,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,18.0,Sun,9329.0,Marshall Dr,66215,0.0,9.0,14.0
201.0,3.0,-94.634422,39.0919,Kansas City,Wyandotte,KS,25.0,81.0,29.24,9.0,NNE,Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,19.0,Sun,,I-70 E,66101,0.0,7.0,17.0
201.0,3.0,-94.748581,38.939892,Lenexa,Johnson,KS,23.0,96.0,28.88,8.0,N,Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,20.0,Sun,,I-435 W,66215,0.0,9.0,13.0
201.0,3.0,-94.686562,39.033813,Shawnee,Johnson,KS,24.0,84.0,29.26,6.0,N,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,20.0,Sun,,I-35 N,66203,0.0,9.0,14.0
201.0,3.0,-94.790863,38.884335,Olathe,Johnson,KS,21.0,100.0,28.86,9.0,ENE,Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,0.0,Mon,,I-35 N,66062,0.0,8.0,11.0
201.0,2.0,-94.853073,38.992683,Lenexa,Johnson,KS,21.0,88.0,28.97,10.0,NNW,Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,4.0,Mon,,W 75th St,66227,0.0,9.0,11.0
201.0,3.0,-94.776398,38.970577,Lenexa,Johnson,KS,21.0,96.0,28.94,10.0,NNE,Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night,7.0,Mon,,I-435 S,66219,0.0,10.0,10.0
201.0,3.0,-94.92734499999999,38.781914,Gardner,Johnson,KS,22.0,89.0,28.98,4.0,N,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,8.0,Mon,,S Gardner Rd,66030,0.0,10.0,11.0
201.0,3.0,-94.618942,39.070652,Kansas City,Wyandotte,KS,23.0,81.0,29.35,10.0,N,Cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,8.0,Mon,,I-35 N,66103,0.0,7.0,15.0
201.0,3.0,-94.676872,39.128757,Kansas City,Wyandotte,KS,25.0,80.0,29.35,2.0,NNW,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,12.0,Mon,,I-635 N,66104,0.01,9.0,15.0
203.0,3.0,-94.776398,38.970577,Lenexa,Johnson,KS,25.0,86.0,28.96,1.0,N,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,14.0,Mon,,I-435 S,66219,0.0,9.0,15.0
201.0,3.0,-94.771362,38.912655,Olathe,Johnson,KS,24.0,88.0,28.99,2.0,NNW,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,15.0,Mon,,W 119th St,66061,0.0,10.0,14.0
201.0,4.0,-94.694038,39.007374,Shawnee,Johnson,KS,26.0,78.0,29.36,7.0,N,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,15.0,Mon,,W 67th St,66203,0.0,10.0,16.0
241.0,3.0,-97.339508,37.278057000000004,Wellington,Sumner,KS,25.0,92.0,28.91,2.0,N,Light Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day,10.0,Mon,,I-35 N,67152,0.01,12.0,14.0
